Dept,SKU      ,SKU Desc                                ,UPC           , SOH         , Max Stock   , In-Transit  , On Order    ,Stat, Unit Cost   , Unit Retail , SupplierNo, Supplier Name                     , Inner, Buy Cost    ,SupPackSiz ,  LuxTax,  QtySales   ,   CustReturn,   TotalSales        ,   TotalCost         ,   On Order TSF       ,  Promo Start,  Promo End  ,  Promo Retail,  Order Loc, SuppRepl  , SuppRepl Name                     ,  Repl Cost  ,  WhRepl  ,  ReplMthd, OrdDay ,CycleOrd    , IMU                 , QtyAllocated, QtyReceived, Ret Allow Ind,UDA Cluster                ,Item Bazar Status   ,Comment Desc                              ,Max Ord Reg        ,        Av Cost     ,  Multipack     ,Store,Block MD  , Reason                   , Final Matrix
69,69901051,GOLDEN FARM STRAIGHT CUT 500 g          ,8993492101114,27,             ,             ,             ,A,20637,31990,70004819," SUKANDA DJAYA,PT- DKI-            ",12,20637,12,        ,8,0,255920,165096,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",20637,          ,  PDET    ,     ALL,1,0.29,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,20637,         N      ,449,       N  ,                          , BZ
69,69901060,GOLDEN FARM CRINCKLE CUT 500 g          ,8993492101121,26,             ,             ,             ,A,20637,27390,70004819," SUKANDA DJAYA,PT- DKI-            ",12,20637,12,        ,9,0,255290,185733,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",20637,          ,  PDET    ,     ALL,1,0.17,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,20637,         N      ,449,       N  ,                          , AZ
69,69901266,FIESTA CHI. NUGGET 400 GR               ,8993207240558,63,             ,             ,             ,A,49054,54990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,49054,12,        ,8,0,295200,392432,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.02,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,39258.3208,         N      ,449,       N  ,                          , AZ
69,69901275,FIESTA CHI.KARAGE 400 GR                ,8993207240619,9,             ,0,             ,A,43176,56990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,43176,12,        ,3,0,137690,129528,12,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.17,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,42456.3652,         N      ,449,       N  ,                          , BZ
69,69901284,FIESTA CHI SCHNITZEL KATSU 400 GR       ,8993207240633,10,             ,             ,             ,A,44077,61990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,44077,12,        ,1,0,61990,44077,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.22,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,43522.8398,         N      ,449,       Y  , AGING STOCK / OVER STOCK , CZ
69,69901293,FIESTA SPICY WING 400 GR                ,8993207240961,26,             ,             ,             ,A,50750,59990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,50750,12,        ,4,0,239960,203000,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.07,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,45721.0014,         N      ,449,       N  ,                          , AZ
69,69901319,GOLDEN FARM KERNEL CORN 500 g           ,8993492101084,8,             ,             ,             ,A,20387,37990,70004819," SUKANDA DJAYA,PT- DKI-            ",12,20387,12,        ,7,0,265930,142709,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",20387,          ,  PDET    ,     ALL,1,0.41,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,20387,         N      ,449,       N  ,                          , AZ
69,69901328,KARTS DONUTS CHOC. SUGAR 160 g          ,9556084000869,0,             ,             ,             ,C,37820,54700,4819," SUKANDA DJAYA,PT                  ",16,37820,16,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,5030586,"   SUKANDA JAYA,PT- SBY-           ",34100,          ,  PDET    ,     ALL,1,0.24,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,27800,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69901337,KARTS DONUTS ICING SUGAR 160 g          ,9556084000753,0,             ,             ,             ,C,37820,54700,4819," SUKANDA DJAYA,PT                  ",16,37820,16,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,5030586,"   SUKANDA JAYA,PT- SBY-           ",34100,          ,  PDET    ,     ALL,1,0.24,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,27800,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69925268,FIESTA PREMIUM SAUSAGE FRANKFURTER 300GR,8993207181028,17,             ,             ,             ,A,25945.95,38990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",20,25945.95,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.27,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,25405,         N      ,449,       Y  , AGING STOCK / OVER STOCK , CZ
69,69925277,FIESTA CHI NUGGET VOLCANO CHEESE 400 GR ,8993207240916,9,             ,             ,             ,A,55855,67990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,55855,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.1,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,44685,         N      ,449,       N  ,                          , CZ
69,69925286,FIESTA CHI NUGGET GARLIC CHEESE 400 GR  ,8993207240886,3,             ,             ,             ,A,54350,74990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,54350,12,        ,1,0,74990,54350,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.2,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,48964,         N      ,449,       N  ,                          , BZ
69,69925295,FIESTA SPICY CHICKEN KARAGE 400 GR      ,8993207240572,17,             ,             ,             ,C,43176,58990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,43176,12,        ,4,0,178690,172704,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.19,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,42456.5856,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69925302,FIESTA SPICY CHICKEN NUGGET 400 GR      ,8993207240626,12,             ,             ,             ,A,43575,56990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",12,43575,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.16,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,39257,         N      ,449,       N  ,                          , CZ
69,69925311,FIESTA READY TO SERVE CHIC RENDANG 300GR,8993207202044,1,             ,             ,             ,C,38725,53990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",8,38725,8,        ,1,0,53990,38725,                      ,             ,             ,              ,1,45814,   CHAROEN POKPHAND INDONESIA TBK  ,34887,108,  PDET    ,     ALL,1,0.21,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,34887,         N      ,449,       Y  , NON ASSORTMENT           , CZ
69,69925320,FIESTA READY TO SERVE BEEF RENDANG 300GR,8993207212272,4,             ,             ,             ,A,51261,77990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",8,51261,8,        ,4,0,311960,205044,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.28,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,50721,         N      ,449,       N  ,                          , BZ
69,69925339,FIESTA GOLDEN CRSP WING W/GLAZNG SC 500 ,8993207212425,0,             ,             ,             ,C,65203,94700,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",10,65203,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.24,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,55224,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69925348,CHAMP CHICKEN & FISH SIOMAY 180GR       ,8993207191621,30,             ,             ,             ,A,14675,19990,45814," CHAROEN POKPHAND INDONESIA TBK,P  ",30,14675,30,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.19,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,13221.0001,         N      ,449,       N  ,                          , BZ
69,69925357,RIVERLAND BEEF NUGGET 500 GR            ,8997234540193,24,             ,             ,             ,A,52436.94,77990,70004819," SUKANDA DJAYA,PT- DKI-            ",24,52436.94,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",52436.94,          ,  PDET    ,     ALL,1,0.26,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,52436.94,         N      ,449,       N  ,                          , CZ
69,69925366,RIVERLAND CHICKEN NUGGET 500 GR         ,8997234540179,0,             ,             ,             ,A,37800,57990,70004819," SUKANDA DJAYA,PT- DKI-            ",24,37800,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",38936.94,          ,  PDET    ,     ALL,1,0.28,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,45957.64,         N      ,449,       N  ,                          , NS
69,69925375,RIVERLAND CHICKEN KARAGE 500 GR         ,8997234540162,23,             ,             ,             ,A,55636.94,82990,70004819," SUKANDA DJAYA,PT- DKI-            ",24,55636.94,24,        ,1,0,82990,55636.94,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",55636.94,          ,  PDET    ,     ALL,1,0.26,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,55636.94,         N      ,449,       N  ,                          , CZ
69,69925384,RIVERLAND CHICKEN BONITO KARAGE 500 GR  ,8997234540186,0,             ,             ,             ,A,58745.95,85990,70004819," SUKANDA DJAYA,PT- DKI-            ",24,58745.95,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,20047360,"   SUKANDA DJAYA, PT- JMR          ",57836.94,          ,  PDET    ,     ALL,1,0.25,             ,            , N            , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,53937,         N      ,449,       Y  , AGING STOCK / OVER STOCK , NS
69,69788541, AICE IC SUSU TELUR MP FAMILY PACK 65 ML,8885013131512,0,             ,             ,             ,C,19273,27700,45778," AKIRA KANAIK INDAH,PT             ",8,19273,8,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,44679,"   FOUR CONTINENTAL TRADING,PT-JM  ",19273,          ,  PDET    ,     ALL,1,0.23,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,19273,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788550,WALLS IC SWEET CORN STICK 30X98ML       ,8999999596873,0,             ,             ,             ,C,2863.91,4490,43174," PRIMA RASA UTAMA,CV               ",30,2863.91,30,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,30466,"   TIRTA PRIMA RASA, CV-JMR        ",2864,          ,  PDET    ,     ALL,1,0.3,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,2864,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788569,WALLS IC PADDLE POP DORAEMON 60ML       ,8999999559175,0,             ,             ,             ,C,2384,3050,2002378," UNILEVER INDONESIA, PT            ",48,2384,48,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,30466,"   TIRTA PRIMA RASA, CV-JMR        ",2148,          ,  PDET    ,     ALL,1,0.14,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,2148,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788578,WALLS IC CUP KOPI NEGERI 110ML          ,8999999560416,0,             ,             ,             ,C,7160,10600,2002378," UNILEVER INDONESIA, PT            ",24,7160,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,30466,"   TIRTA PRIMA RASA, CV-JMR        ",7160,          ,  PDET    ,     ALL,1,0.26,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,7160,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788587,GLICO WING IC FROSTBITE PARI PARI CHOCOM,8998866820417,0,             ,             ,             ,C,2909.09,4000,2000860," SAYAP MAS UTAMA, PT - 2000860     ",48,2909.09,48,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,200042665,"   TEKAD KARYA PUTERA,PT-JMR       ",2909.09,          ,  PDET    ,     ALL,1,0.2,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,2909.09,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788596,GLICO WING IC HAKU TIRAMISU CUP 110ML   ,8998866820455,0,             ,             ,             ,C,7200,8000,2000860," SAYAP MAS UTAMA, PT - 2000860     ",24,7200,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,200042665,"   TEKAD KARYA PUTERA,PT-JMR       ",6486,          ,  PDET    ,     ALL,1,0.01,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,5818.18,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788603,GLICO WING IC FROSTBITE TUTTI FRUTTI 70M,8998866820462,0,             ,             ,             ,C,4040,5000,2000860," SAYAP MAS UTAMA, PT - 2000860     ",48,4040,48,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,200042665,"   TEKAD KARYA PUTERA,PT-JMR       ",3636.36,          ,  PDET    ,     ALL,1,0.11,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,3636.36,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788612,GLICO WING IC JCONE BLACK & PINK 90ML   ,8998866820479,0,             ,             ,             ,C,4040,5000,2000860," SAYAP MAS UTAMA, PT - 2000860     ",24,4040,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,200042665,"   TEKAD KARYA PUTERA,PT-JMR       ",3636.36,          ,  PDET    ,     ALL,1,0.11,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,3636.36,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788621,NESTLE IC KIT KAT STICK 85 ML           ,9556001272775,0,             ,             ,             ,C,24568.38,19500,47303," INDORI CITA RASA,PT               ",24,24568.38,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.39,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,14182,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788630,WALLS IC PADDLE POP TWISTER MERMAID 55ML,8999999560454,0,             ,             ,             ,C,2864,4700,2002378," UNILEVER INDONESIA, PT            ",36,2864,36,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,30466,"   TIRTA PRIMA RASA, CV-JMR        ",2864,          ,  PDET    ,     ALL,1,0.33,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,2864,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788649,AICE IC MP CHOCOMELT & STRAWBERRY CONE 6,8885013131550,0,             ,             ,             ,C,28727,42550,44653," ALPEN FOOD INDUSTRY,PT            ",6,28727,6,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,44679,"   FOUR CONTINENTAL TRADING,PT-JM  ",28727,          ,  PDET    ,     ALL,1,0.26,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,28727,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788658,AICE IC BULKY 3 IN 1 8 LT               ,8885013130522,0,             ,             ,2,A,158559,217990,45778," AKIRA KANAIK INDAH,PT             ",2,158559,2,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,46076,"   GOLDEN ICE COOL, PT-PRO         ",136937,          ,  PDET    ,     ALL,1,0.2,             ,            , N            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,129729.73,         N      ,449,       N  ,                          , CZ
69,69788667,WALLS IC SELECTION BLACKFOREST 410 ML   ,8999999565794,0,             ,             ,             ,C,28353,34790,2002378," UNILEVER INDONESIA, PT            ",8,28353,8,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,30466,"   TIRTA PRIMA RASA, CV-JMR        ",25060,          ,  PDET    ,     ALL,1,0.1,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,25060,         N      ,449,       Y  , NON ASSORTMENT           ,   
69,69788676,WALLS IC CORNETTO BROWN SUGAR BOBA 135ML,8999999569266,0,             ,             ,             ,C,8592,12100,2002378," UNILEVER INDONESIA, PT            ",24,8592,24,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,30466,"   TIRTA PRIMA RASA, CV-JMR        ",8592,          ,  PDET    ,     ALL,1,0.22,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,8592,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97214429,CHUCK TENDER ROAST KG                   ,7352,0,             ,             ,             ,A,138947,146500,41634," ELDERS INDONESIA,PT               ",25,138947,25,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,138947,         N      ,449,       N  ,                          , NS
97,97402869,WILLY BASO SAPI SUPER B 25 PC           ,8997020140484,0,             ,             ,             ,C,28500,43500,38983," SORIN MAHARASA, PT                ",10,31350,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.21,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,28500,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97211342,VICTORIA VEAL RACK                      ,              ,0,             ,             ,             ,C,352000,370500,42709, ALEXANDER  HANSEN                 ,1,352000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.05,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,352000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97213411,AYAM KAMPUNG PROBIO PCS NEW             ,              ,0,             ,             ,             ,C,69120,73000,43849," PRONIC PREMIER INDONESIA,PT       ",1,69120,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,69120,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97214956,PORK SPARERIB SPC KG  M                 ,              ,0,             ,             ,             ,C,183000,192500,100044348," TEKNO ADVAN ABADI, PT-JBTK        ",1,202000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.15,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,183000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97217891,RENDANG 500GR                           ,8994448220729,0,             ,             ,             ,A,82000,91900,6168," PRIMA JAYA, CV                    ",10,94000,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,108,  PDET    ,     ALL,1,-0.13,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,72000,         N      ,449,       Y  , NON ASSORTMENT MD        , NS
97,97312920,UDANG GILING KG                         ,4117,0,             ,             ,             ,A,120000,124900,300046089," KREASI TANI LAKSMI , PT           ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.06,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,120000,         N      ,449,       N  ,                          , NS
97,97310084,UDANG FRESH PANCET PK JUMBO kg          ,1432,0,             ,             ,             ,A,267150,329900,43488, SUSILAWATI BINTI BARNAS           ,1,190000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.37,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,267150,         N      ,449,       Y  , SUPPLY PROBLEM           , NS
97,97212225,DG RAWON KERBAU                         ,7037,0,             ,             ,             ,A,60000,63000,40175," AGRO BOGA UTAMA,PT                ",1,102000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.78,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,60000,         N      ,449,       Y  , NON ASSORTMENT MD        , NS
97,97216712,TOKUSEN WAGYU STRIPLOIN FRZ KG          ,2675,0,             ,             ,             ,A,570000,600000,10205," INDOGUNA UTAMA, PT                ",40,570000,40,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.04,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,570000,         N      ,449,       Y  , NON ASSORTMENT MD        , NS
97,97216650,DAGING RENDANG SUPER FZR KG             ,2599,0,             ,             ,             ,A,118000,185900,10205," INDOGUNA UTAMA, PT                ",60,118000,60,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.3,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,118000,         N      ,449,       N  ,                          , NS
97,97311609,TUNA FILLET SUPER LP KG                 ,2776,0,             ,             ,             ,A,130500,137500,200038578, JAY  JANIN KOESWANDHY             ,20,145000,20,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.16,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,130500,         N      ,449,       Y  , SUPPLY PROBLEM           , NS
97,97212136,WAGYU OYSTER SLICED                     ,5379,0,             ,             ,             ,C,235000,247500,42657," SANTOSA AGRINDO, PT               ",1,271500,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,-0.21,             ,            ,              , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,235000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97218158,TOKUSEN WAGYU YAKINIKU                  ,8995108800008,0,             ,             ,             ,A,68459,72000,42657," SANTOSA AGRINDO, PT               ",12,             ,12,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,108,  PDET    ,     ALL,1,0.08,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,68459,         N      ,449,       Y  , NON ASSORTMENT MD        , NS
97,97308659,JAMBAL ROTI PACK 250g                   ,745760493302,0,             ,             ,             ,A,42900,65900,33722, ARYADHANA KUSUMA                  ,10,53000,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.12,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,53000,         N      ,449,       N  ,                          , CZ
97,97311556,IKAN FRESH LAYUR Kg                     ,7207,0,             ,             ,             ,A,68000,71500,42990, KASIM.                            ,1,75000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,42990,   KASIM.                          ,75000,108,  PDET    ,     ALL,1,-0.15,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,68000,         N      ,449,       N  ,                          , NS
97,97211815,Q - BF SEMUR                            ,3638,0,             ,             ,             ,A,90300,179900,40175," AGRO BOGA UTAMA,PT                ",1,105000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.36,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,90300,         N      ,449,       N  ,                          , NS
97,97240034,PORK ROAST KG                           ,              ,0,             ,             ,             ,C,45000,90000,43226, FEYBY I MANENGKEY-MDO             ,5,58000,5,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,42379,   SANNY GO - SBY                  ,98000,          ,  PDET    ,     ALL,1,0.29,             ,            , N            , NON ASSORTMENT            ,  LOCK              ,  NON ASSORTMENT                          ,                   ,45000,         N      ,449,       Y  , NON ASSORTMENT           ,   
97,97217855,YAKINIKU 500GR                          ,8994448221580,0,             ,             ,             ,A,82000,95900,10205," INDOGUNA UTAMA, PT                ",10,             ,10,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.05,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,76363.6364,         N      ,449,       Y  , NON ASSORTMENT MD        , CZ
97,97218603,AYAM NANAS DAGING CINCANG 200 GR FROZEN ,8994130900694,0,             ,             ,             ,A,14700,18500,100045451," SREEYA SEWU INDONESIA TBK, PT     ",40,             ,40,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,0,           ,                                   ,             ,110,  PDET    ,     ALL,1,0.13,             ,            ,              , CORE - HYPERMART          ,  UNLOCK            ,                                          ,                   ,14700,         N      ,449,       Y  , UNDER REVIEW ITEM        , NS
97,97348982,MARLIN FILLET FRESH YLD kg              ,              ,0,             ,             ,             ,A,98000,87000,33849," KAMPIMO GRAHAKARYA, PT            ",1,98000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,1,6000035747,   JONNY MANURUNG - SBY            ,57000,          ,  PDET    ,     ALL,1,-0.24,             ,            , N            , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,38000,         N      ,449,       N  ,                          , NS
97,97219559,AYAM DADA UTUH MARINASI kg              ,4598,0,             ,             ,             ,A,57000,72900,47229, FIRMAN MAULANA -SBY               ,1,57000,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.14,             ,            ,              , ADD ON - HYPERMART        ,  NEW ITEM          ,                                          ,                   ,57000,         N      ,449,       N  ,                          , NP
97,97212887,HRT - TOP SIDE SHABU-SHABU              ,2034,0,             ,             ,             ,A,146315,189900,41634," ELDERS INDONESIA,PT               ",1,127481,1,        ,             ,             ,                     ,                     ,                      ,             ,             ,              ,           ,           ,                                   ,             ,          ,  PUSH    ,        ,            ,0.26,             ,            ,              , ADD ON - HYPERMART        ,  UNLOCK            ,                                          ,                   ,146315,         N      ,449,       N  ,                          , NS
